LDA 00 3 1
STA 0C 3 1
LDL 08 3 1
STL 14 3 1
COMP 28 3 1
JEQ 30 3 1
JSUB 48 3 1
RSUB 4C 3 0
ADD 18 3 1
SUB 1C 3 1
